ko_num,11,21,31,40,48
K12297,8424.0,10530.0,13338.0,16146.0,16146.0
K03591,3828.0,4147.0,4785.0,5104.0,4785.0
K03572,7995.0,12300.0,11070.0,12300.0,9225.0
K03277,4900.0,0.0,0.0,11200.0,9100.0
K00990,14240.0,16910.0,19580.0,19580.0,19580.0
K05592,10320.0,27090.0,0.0,0.0,0.0
K03289,7106.0,0.0,0.0,0.0,0.0
K08483,14958.0,0.0,0.0,0.0,0.0
K01687,11704.0,19096.0,46816.0,41272.0,81928.0
K08483,15827.0,0.0,0.0,0.0,0.0
K00639,7960.0,0.0,13532.0,10348.0,10348.0
K01782,14994.0,15708.0,13566.0,1428.0,1428.0
K00557,7686.0,0.0,0.0,0.0,0.0
K07263,8750.0,0.0,0.0,0.0,0.0
K00075,8892.0,11970.0,14706.0,17442.0,17442.0
K03657,19440.0,25920.0,30240.0,28800.0,33840.0
K07091,9450.0,12600.0,17150.0,10500.0,13300.0
K02343,19290.0,24434.0,29578.0,28292.0,31507.0
K02565,12180.0,16240.0,23954.0,19488.0,18676.0
K08722,5970.0,6567.0,0.0,10348.0,15920.0
K01514,15390.0,16929.0,24624.0,27702.0,28215.0
K03669,10850.0,18200.0,18900.0,0.0,23100.0
K02035,16957.0,0.0,21880.0,26256.0,22427.0
K02313,14477.0,18680.0,24751.0,24284.0,24751.0
K01719,7626.0,8610.0,8118.0,6396.0,6150.0
K00046,7874.0,8382.0,4826.0,8128.0,0.0
K01153,33216.0,56052.0,71622.0,62280.0,61242.0
K00974,13596.0,0.0,16892.0,0.0,14420.0
K05818,1680.0,2736.0,2160.0,1152.0,720.0
K02410,11585.0,0.0,0.0,0.0,0.0
K07676,31150.0,38270.0,44500.0,41830.0,47170.0
K05776,17640.0,27440.0,35770.0,39690.0,50960.0
K00657,6696.0,10602.0,14322.0,15252.0,18786.0
K14261,12600.0,12600.0,20650.0,20650.0,22050.0
K11752,13946.0,13946.0,21653.0,17249.0,23488.0
K06969,15048.0,23760.0,33264.0,46332.0,47916.0
K02405,9082.0,0.0,0.0,0.0,0.0
K03805,10452.0,11524.0,18760.0,22780.0,28140.0
K00943,8520.0,10650.0,13845.0,16827.0,22152.0
K07689,8720.0,0.0,15478.0,17658.0,28558.0
K10973,11111.0,15447.0,22222.0,27100.0,36043.0
K03100,13284.0,17820.0,23652.0,21060.0,19116.0
K06179,13398.0,19140.0,23925.0,26477.0,34771.0
K02411,9804.0,0.0,0.0,0.0,0.0
K00230,7783.0,10136.0,12851.0,14480.0,19005.0
K12525,34830.0,74520.0,138510.0,143370.0,227610.0
K06211,17931.0,16680.0,18348.0,19182.0,19182.0
K03723,51660.0,63140.0,74620.0,83804.0,104468.0
K05881,21240.0,0.0,0.0,74104.0,0.0
K11531,15750.0,0.0,0.0,0.0,0.0
K04774,16054.0,21289.0,33853.0,39437.0,48511.0
K00868,13018.0,0.0,0.0,35092.0,0.0
K01775,16732.0,20292.0,19580.0,14240.0,8188.0
K02035,25680.0,38520.0,35845.0,33705.0,25145.0
K00005,17616.0,0.0,0.0,0.0,0.0
K01439,18375.0,25500.0,29250.0,37125.0,46500.0
K11085,29100.0,36666.0,44814.0,51798.0,48888.0
K12975,28700.0,0.0,0.0,0.0,0.0
K06879,14382.0,19458.0,20586.0,23406.0,27918.0
K01051,22204.0,29890.0,40565.0,43127.0,56791.0
K00341,31876.0,0.0,0.0,0.0,0.0
K08484,38896.0,51612.0,66572.0,61336.0,65076.0
K02065,18200.0,22050.0,26950.0,26250.0,39200.0
K10012,17066.0,29946.0,0.0,29624.0,32200.0
K02017,19712.0,0.0,17248.0,0.0,0.0
K02805,21056.0,22560.0,30832.0,38728.0,50384.0
K01935,12825.0,0.0,30600.0,31950.0,47700.0
K00906,32718.0,39606.0,30422.0,0.0,20090.0
K02773,19950.0,0.0,0.0,0.0,0.0
K00547,17980.0,21700.0,21700.0,0.0,22940.0
K01297,17632.0,22496.0,26144.0,23408.0,31616.0
K05539,19198.0,24825.0,31445.0,36741.0,43030.0
K07664,14160.0,16560.0,19200.0,19680.0,24720.0
K08303,26727.0,48924.0,70215.0,78369.0,97848.0
K00773,22500.0,34125.0,54000.0,79500.0,98625.0
K03721,30780.0,34884.0,44631.0,46683.0,51300.0
K01207,20801.0,27280.0,38874.0,44671.0,60698.0
K03500,26169.0,42042.0,36894.0,51051.0,65208.0
K03737,21700.0,23100.0,25550.0,26600.0,30450.0
K01804,32000.0,0.0,0.0,0.0,0.0
K03184,25024.0,25415.0,28934.0,34408.0,39100.0
K00937,44032.0,55040.0,65360.0,66048.0,76368.0
K06041,20992.0,28208.0,36736.0,41984.0,53464.0
K00101,25344.0,30492.0,39204.0,34056.0,35640.0
K00867,20540.0,30020.0,34760.0,32232.0,39184.0
K01928,32670.0,67815.0,66330.0,85140.0,120285.0
K03632,98076.0,0.0,0.0,0.0,0.0
K03712,11616.0,19184.0,27984.0,32560.0,59664.0
K01657,34840.0,50440.0,46280.0,102440.0,111280.0
K00605,24388.0,38584.0,78260.0,100464.0,133588.0
K01525,19458.0,23406.0,27918.0,29046.0,33558.0
K11216,24150.0,15400.0,4550.0,2450.0,0.0
K03672,9591.0,0.0,21545.0,20711.0,28356.0
K00982,65274.0,82302.0,105952.0,102168.0,102168.0
K03117,11799.0,29412.0,19494.0,22743.0,19836.0
K04567,34845.0,44440.0,58075.0,59085.0,61610.0
K05874,38433.0,0.0,0.0,0.0,0.0
K01925,30660.0,34602.0,39420.0,63072.0,57816.0
K00799,15050.0,0.0,8600.0,11180.0,10320.0
K02533,17220.0,24108.0,34194.0,40098.0,54858.0
K07657,16717.0,0.0,0.0,0.0,0.0
K00858,21316.0,27448.0,27448.0,28616.0,30660.0
K02002,24090.0,0.0,0.0,0.0,0.0
K01921,22644.0,29682.0,38556.0,47124.0,64260.0
K00042,21756.0,23226.0,7644.0,23226.0,17346.0
K02067,25900.0,37450.0,51800.0,65800.0,100450.0
K01924,36825.0,49100.0,73650.0,91326.0,119313.0
K07235,9600.0,10752.0,0.0,11392.0,14336.0
K02393,17864.0,0.0,0.0,0.0,0.0
K03688,42042.0,52416.0,74802.0,78078.0,87360.0
K07661,18642.0,20076.0,18403.0,16252.0,19359.0
K01079,25116.0,30268.0,38962.0,44436.0,58926.0
K00884,23937.0,0.0,0.0,0.0,0.0
K14260,27650.0,45150.0,67900.0,58450.0,64400.0
K06941,27650.0,41650.0,73150.0,71750.0,88900.0
K00014,21488.0,25296.0,36176.0,45424.0,62288.0
K01662,49600.0,60760.0,76260.0,71300.0,72540.0
K04333,17280.0,0.0,0.0,0.0,0.0
K03702,55186.0,58551.0,65281.0,65281.0,71338.0
K03610,18942.0,23793.0,34188.0,34419.0,46431.0
K05799,21082.0,25400.0,43942.0,54102.0,77978.0
K01586,35700.0,57960.0,91560.0,116760.0,163380.0
K00226,28896.0,60816.0,127344.0,175392.0,308112.0
K00040,41796.0,43740.0,31590.0,30132.0,20898.0
K00574,42630.0,54880.0,98000.0,95060.0,131810.0
