Gene name,B number identifier,COG class,Molecular weight [kDa],Sequence length,Specific growth rate (h-1),0.21,0.31,0.41,0.51,0.22,0.26,0.36,0.46,0.51,0.22,0.25,0.35,0.45,0.55,0.65,0.74,0.82,0.22,0.42,0.53,0.63,0.73,0.78,,0.21,0.31,0.41,0.51,0.22,0.26,0.36,0.46,0.51,0.22,0.25,0.35,0.45,0.55,0.65,0.74,0.82,0.22,0.42,0.53,0.63,0.73,0.78
dapb,b0031,[e],28.756,273,,573.5646113281,512.8438488789,612.017107266,897.4164927285,488.0892592046,493.1406341962,556.6733476855,732.0547619948,849.996202582,275.6012698765,271.5858804561,282.0855374365,330.9562843766,274.4411733453,316.9291625603,342.9738964072,378.5743359021,386.7031430068,316.1572769967,304.4517377606,323.5631233877,330.0172615242,339.2270508832,,156583.138892572,140006.370743927,167080.670283625,244994.702514894,133248.367762863,134627.393135558,151971.823918154,199850.950024575,232048.963304895,75239.1466762911,74142.9453645136,77009.351720151,90351.0656348176,74922.4403232556,86521.6613789648,93631.8737191578,103350.79370127,105569.95804085,86310.9366200927,83115.3244086503,88332.7326848467,90094.7123960935,92608.984891112
cara,b0032,[ef],41.431,382,,1058.4980934703,1552.6822683993,2058.8620880999,2688.0471529687,1093.1889988783,1302.7925877012,1725.5782969884,2363.0153413917,2668.6965712383,1023.2445593076,1264.0539422438,1517.0887192419,1962.9645663257,2501.9937878082,2829.0913019606,3217.647882729,3753.3957063364,972.2943097862,1685.2953648419,2318.2033312334,2644.3484501088,3002.6320148384,3281.7610406642,,404346.271705666,593124.626528534,786485.31765417,1026834.01243403,417598.197571498,497666.76850184,659170.909449579,902671.86041162,1019442.09021303,390879.421655517,482868.605937135,579527.890750406,749852.464336413,955761.626942724,1080712.87734893,1229141.49120246,1433797.15982049,371416.426338326,643782.829369618,885553.672531151,1010141.10794156,1147005.42966827,1253632.71753372
carb,b0033,[ef],117.84,1073,,1251.894905478,1707.8381285006,2055.2860240741,2603.4825222328,1274.9415351638,1544.6606383771,1834.4779522989,2344.0762084069,2659.1854077435,1252.1917666454,1550.2824767707,1836.6789740025,2243.1928277791,2739.9944177973,3081.431709209,3233.5521081772,4065.4820541404,1324.481718525,1895.0948909298,2442.450687819,2861.8496868463,3194.144389205,3482.4062848676,,1343283.23357786,1832510.31188118,2205321.90383153,2793536.74635575,1368012.26723069,1657420.86497861,1968394.84281676,2515193.7716206,2853305.94250882,1343601.76561053,1663453.09757497,1970756.53910471,2406945.90420697,2940014.01029648,3306376.22398119,3469601.41207408,4362262.24409259,1421168.8839773,2033436.81796766,2620749.58802973,3070764.71398603,3427316.92961698,3736621.94366293
fola,b0048,[h],17.999,159,,,,,69.238008905,,,,,,,,,,,,,,,45.1773396447,130.0846628052,,,,,0,0,0,11008.8434158922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7183.197003514,20683.4613860215,0,0,0
apah,b0049,[t],31.296,280,,,74.9221787564,59.3963276718,,90.3839332456,62.2431650523,,,58.3782038811,,,75.7659784563,,,,,,,73.0970946297,88.1386870697,73.7543557019,67.5299239861,58.3008720678,,0,20978.2100518015,16630.9717481003,0,25307.5013087663,17428.0862146437,0,0,16345.8970867144,0,0,21214.4739677538,0,0,0,0,0,0,20467.1864963196,24678.8323795041,20651.2195965224,18908.3787161204,16324.2441789969
rsma,b0051,,30.42,273,,141.4333273634,159.2961377709,219.4802539664,213.5049243281,148.4914286884,,167.2711789105,187.3704060345,200.796083572,166.6359122434,,,,,,,,,135.9884743204,175.1537416148,133.6792711864,155.5647968719,164.0667350944,,38611.2983702156,43487.8456114561,59918.1093328298,58286.8443415643,40538.1600319253,0,45665.0318425528,51152.1208474068,54817.3308151463,45491.6040424388,0,0,0,0,0,0,0,0,37124.8534894724,47816.9714608344,36494.4410338984,42469.1895460303,44790.2186807573
sura,b0053,[o],47.283,428,,1338.3141597753,1176.2699176241,1052.9116135939,1085.0590039811,1325.4034914048,1217.1191359688,1147.8959865609,1133.3259672796,1087.2927493458,1653.1126875181,1507.4324389362,1340.7779550151,1352.8052744076,1111.1594161035,1059.7460938033,960.2710907487,722.2761942168,1595.7398234604,1275.9048050921,1191.1635822708,1055.7682573964,1421.8066142354,1009.3231041396,,572798.460383813,503443.524743114,450646.170618183,464405.253703901,567272.694321236,520926.990194637,491299.482248047,485063.513995652,465361.296720016,707532.230257753,645181.083864679,573852.964746462,579000.657446459,475576.230092303,453571.328147793,410996.026840426,309134.211124803,682976.644441068,546087.256579416,509818.013211913,451868.814165665,608533.230892749,431990.28857176
lptd,b0054,,89.67,784,,297.0156635754,278.2639182647,254.6886890665,252.3979489011,286.2109093558,281.868085458,267.8515537939,252.8190298984,254.4895162434,289.4001309563,289.7154624514,250.3842574013,243.9940523558,234.7021666521,231.0804988339,229.7568216055,219.0979138274,303.2038372527,248.8029554021,230.698750686,237.3796279166,209.5183160259,220.3095294349,,232860.280243116,218158.911919546,199675.932228165,197879.991938494,224389.352934908,220984.578999036,209995.618174411,198210.119440316,199519.780734855,226889.702669739,227136.92256189,196301.257802627,191291.337046942,184006.498655231,181167.111085792,180129.34813873,171772.764440703,237711.808406113,195061.517035228,180867.820537854,186105.628286607,164262.359764338,172722.671076944
rapa,b0059,,109.77,968,,53.1124217286,65.969193628,76.7060822876,78.6197773359,60.749043157,63.5964114098,62.9401355579,81.7993687218,85.1367988029,52.1704693881,51.7430296257,59.5667060375,80.3705164008,68.3354969632,66.3290662145,92.1654697786,121.3762981887,63.7238525136,64.8507972943,74.2517380557,84.3594525511,94.7612555497,104.3011482338,,51412.8242332892,63858.1794319033,74251.4876544447,76103.9444611183,58805.0737759716,61561.3262446562,60926.0512200845,79181.7889226897,82412.4212411669,50501.0143676524,50087.2526776864,57660.5714443361,77798.659875933,66148.7610604127,64206.5360956447,89216.1747456994,117492.25664668,61684.6892332115,62775.5717808471,71875.6824379083,81659.9500694826,91728.8953721474,100963.511490342
thib,b0068,,36.163,327,,383.883557853,441.2733341837,404.4174687475,494.151632766,346.1499218432,423.9578068962,415.8722366783,417.9023261976,426.1633285311,467.53760588,411.2085874277,387.4259207118,494.6033127769,600.766695667,510.4425615078,473.130049277,156.5437788545,416.6251850429,514.8264194191,526.2025998443,503.6540985701,1008.7342710195,479.7387598892,,125529.923417915,144296.380278074,132244.512280424,161587.583914482,113191.024442738,138634.202855066,135990.221393804,136654.060666604,139355.408429658,152884.797122766,134465.208088865,126688.276072764,161735.283278037,196450.709483107,166914.717613053,154713.526113577,51189.8156854375,136236.435509038,168348.239150045,172068.250149101,164694.890232422,329856.106623369,156874.574483784
leud,b0071,[e],22.487,201,,6811.8236770238,7017.9773370881,6460.4917016981,5753.7222668176,7313.3083221056,7133.4094162471,6864.7516288853,5923.3629108867,5717.3245272877,2887.0913202077,3128.7657507044,3091.4694395132,2954.709780455,2917.5246144494,2620.8826164703,2196.8896755978,1858.0807449578,2907.267755117,3007.3243965453,3130.4802055078,2885.3140971454,2188.6862671321,2332.9693779711,,1369176.55908177,1410613.4447547,1298558.83204133,1156498.17563034,1469974.97274322,1433815.29266566,1379815.07740594,1190595.94508822,1149182.22998482,580305.355361736,628881.915891573,621385.357342142,593896.665871459,586422.447504324,526797.405910535,441574.82479516,373474.229736518,584360.818778515,604472.203705613,629226.521307075,579948.133526233,439925.939693558,468926.844972197
leuc,b0072,[e],49.881,466,,4922.8033310262,5098.7856334504,4701.1053926996,4060.318088005,5005.8777894088,4992.8347208517,4890.1566811909,4255.8404185327,4014.3811352566,2045.0922284767,2126.9642783034,2126.3727128814,2064.2394405985,1959.4711425196,1713.9560412304,1353.7965363358,1318.6144825625,2145.0295591704,2167.9137682614,2257.0135423111,2054.5019886347,1561.9733690395,1639.4579038426,,2294026.35225818,2376034.10518786,2190715.112998,1892108.22901032,2332739.0498645,2326660.97991691,2278813.01343497,1983221.63503622,1870701.60902956,953012.97847014,991165.353689399,990889.684202721,961935.579318886,913113.552414143,798703.515213366,630869.185932478,614474.348874116,999583.774573393,1010247.81600982,1051768.31071696,957397.926703752,727879.589972387,763987.383190658
leub,b0073,,39.517,363,,4665.9190081009,4571.5972010526,3842.2022568691,3396.0737974875,4890.0473842278,4820.7331371148,4372.0701741684,3768.0560964976,3413.6855890014,2007.0889016761,2068.429028944,1947.1124416821,1822.3333605545,1859.4785570222,1488.6714371456,1328.2695339898,1209.6006719526,1977.4631730046,2018.1569003062,1973.2587320333,1750.1764838226,1351.0009939362,1432.0721564214,,1693728.59994061,1659489.78398209,1394719.41924348,1232774.78848796,1775087.2004747,1749926.12877268,1587061.47322313,1367804.36302862,1239167.86880749,728573.271308427,750839.737506676,706801.81633059,661507.009881293,674990.716199054,540387.73168385,482161.840838307,439085.043918807,717819.131800657,732590.954811135,716292.919728073,635314.063627584,490413.36079883,519842.192780951
leua,b0074,[e],57.297,523,,5542.0214121595,5439.3482992927,4353.292758714,3526.573134786,5740.9812100068,5547.0243022826,4719.8286591105,3902.5577727576,3541.5520581014,2171.8199327156,2143.8417691558,1973.8746939895,1836.898603347,1701.5852139091,1408.5591861434,1147.6587466554,985.8644845657,2312.7793824735,2097.3034298578,2053.7008501369,1687.5576052466,1176.129042501,1341.0438039698,,2898477.19855942,2844779.16053009,2276772.11280743,1844397.74949308,3002533.17283356,2901093.71009377,2468470.38871478,2041037.71515221,1852231.72638701,1135861.82481023,1121229.24526848,1032336.46495649,960697.969550485,889929.06687448,736676.454353017,600225.524500759,515607.125427861,1209583.61703365,1096889.6938156,1074085.54462158,882592.62754397,615115.489227999,701365.909476225
ilvi,b0077,,62.984,574,,520.6696462256,495.0597628646,488.6167818071,496.363296807,511.0104293067,509.426009354,485.2096747344,497.3550366926,497.0177724862,379.4510756637,370.7792036606,382.9204440976,373.6149319935,404.1473679683,397.8413018792,365.3656061711,357.1795092944,455.8228929247,398.6873107033,401.1157984565,355.8113302791,348.630427692,367.2283859701,,298864.376933483,284164.303884293,280466.03275725,284912.532367202,293319.986422019,292410.529369199,278510.353297552,285481.791061526,285288.201407092,217804.917430967,212827.262901198,219796.334912027,214454.970964254,231980.589213814,228360.907278688,209719.857942219,205021.038335007,261642.340538755,228846.516343675,230240.468314014,204235.703580186,200113.86549523,210789.093546815
ilvh,b0078,[e],17.977,163,,1235.1600112969,1251.2752668451,1064.9958370909,1115.0334893932,1099.8779424896,1181.1206595769,1077.1467836938,1112.8624159334,1160.5289767097,837.8134926435,702.724707697,817.6034572347,815.470990127,803.5415636726,772.517650929,711.6848797481,691.6997411454,959.989862063,848.1013313714,825.2773598273,797.8436106741,694.5819918186,721.5222111899,,201331.081841393,203957.868495756,173594.321445811,181750.458771085,179280.104625805,192522.667511041,175574.925742083,181396.573797139,189166.223203674,136563.599300886,114544.127354618,133269.363529249,132921.7713907,130977.274878634,125920.377101429,116004.635398943,112747.057806698,156478.347516261,138240.517013539,134520.209651842,130048.508539871,113216.864666433,117608.120423949
cra,b0080,,37.999,334,,154.5830324425,168.3412477086,142.3494503295,91.906548437,198.583356908,210.1017327187,144.0739962723,,,214.6180531686,178.0723799979,198.205939838,150.1708851761,131.6835316372,,105.8978439887,86.673630531,222.7920881957,214.4251843474,,137.0454446918,,94.2357037695,,51630.7328357826,56225.9767346871,47544.7164100578,30696.7871779462,66326.8412072804,70173.9787280306,48120.7147549465,0,0,71682.429758311,59476.174919313,66200.7839059077,50157.0756488245,43982.2995668255,0,35369.8798922251,28948.9925973624,74412.5574573528,71618.0115720386,0,45773.1785270682,0,31474.7250590169
rsmh,b0082,,34.877,313,,157.1578529486,161.4404484568,139.6209863011,135.9079966578,147.3534040345,121.9713064212,134.1601086071,143.494232218,138.2615106778,144.6836690225,155.8064520347,127.0179352903,138.5589208985,112.918667679,113.5565412768,,91.1793692301,185.6824403188,123.7522944328,107.2739399557,109.8524634901,109.5055034022,105.8992380654,,49190.4079729163,50530.86036698,43701.3687122289,42539.2029538975,46121.6154627934,38177.0189098363,41992.1139940354,44913.6946842301,43275.8528421502,45285.9884040335,48767.4194868722,39756.6137458545,43368.942241239,35343.5429835352,35543.1974196384,0,28539.1425690248,58118.6038197784,38734.468157466,33576.7432061437,34383.8210723923,34275.222564893,33146.4615144579
mure,b0085,[m],53.343,495,,84.3009638324,69.9605514455,85.6660569684,97.5781488531,79.1151711012,90.8042668401,84.3084353546,91.5090227877,98.4490379077,83.9598619751,89.0217017465,74.7424605594,87.7022279317,,,,88.2408252451,,102.5532369602,79.7234484085,81.4428087544,81.9957870936,78.626192016,,41728.9770970477,34630.4729655016,42404.6981993359,48301.1836822683,39162.0096951063,44948.1120858251,41732.6755005105,45296.9662799348,48732.2737642923,41560.1316776946,44065.7423644954,36997.5179768906,43412.6028261906,0,0,0,43679.208496309,0,50763.8522952756,39463.1069622127,40314.1903334125,40587.9146113181,38919.9650479168
murf,b0086,[m],47.447,452,,30.7291585051,40.047587284,48.805214312,47.4932726302,41.7792969321,40.4781680112,52.6580549025,,,36.0641802603,36.4045042637,,39.2957462918,,38.6565667098,33.5547803679,,,38.2192133556,36.470101029,37.6680556599,36.1899208251,42.1642324266,,13889.5796443063,18101.5094523678,22059.9568690149,21466.959228853,18884.2422133102,18296.1319410609,23801.4408159492,0,0,16301.0094776748,16454.8359272072,0,17761.6773239014,0,17472.7681528369,15166.7607262726,0,0,17275.0844367259,16484.4856651258,17025.9611582776,16357.8442129486,19058.2330568071
murd,b0088,[m],46.973,438,,155.7817685634,125.3946394557,126.7178049889,180.481805837,143.2775356693,136.1337454336,116.7285656849,202.9468297999,159.3313715185,134.0859960361,105.1482181605,127.8241005334,113.9006991782,242.5630698426,165.4556178673,225.8009896267,106.1137240398,106.0314637829,142.8644810257,175.5049683097,93.4310893054,107.2489342044,121.1373581445,,68232.4146307704,54922.8520815996,55502.3985851595,79051.0309566159,62755.5606231467,59626.5804999374,51127.1117699861,88890.7114523686,69787.1407251052,58729.6662637939,46054.919554286,55986.9560336329,49888.5062400439,106242.62459105,72469.5606258923,98900.8334564752,46477.8111294386,46441.7811368977,62574.6426892701,76871.1761196631,40922.8171157628,46975.0331815243,53058.1628672864
murg,b0090,[m],37.814,355,,42.9748597997,55.7639298387,53.3793860868,55.345584647,45.6209864514,47.437580042,46.4949317185,50.1596670402,58.1369723052,50.3735990559,,,,,,,,,66.4312247446,63.9111733322,63.8357503287,62.6346634537,57.7526342531,,15256.0752288973,19796.195092745,18949.6820608003,19647.6825496912,16195.4501902356,16840.3409148926,16505.7007600811,17806.6817992733,20638.6251683455,17882.6276648409,0,0,0,0,0,0,0,0,23583.0847843329,22688.4665329251,22661.6913666832,22235.3055260483,20502.1851598512
murc,b0091,[m],53.625,491,,45.4737662259,45.2452424763,52.1955065798,62.7923954224,50.9428226729,51.4689402621,,49.1108424816,51.6195284777,51.5660523245,,,,54.5834592162,,,,,62.5354783532,58.2861895593,51.8515354999,57.0551188538,40.4118736845,,22327.6192169207,22215.4140558392,25627.9937307042,30831.0661523966,25012.9259323895,25271.2496686935,0,24113.4236584462,25345.1884825323,25318.9316913264,0,0,0,26800.4784751447,0,0,0,0,30704.9198714013,28618.5190736041,25459.1039304527,28014.0633572176,19842.2299791017
ddlb,b0092,[m],32.839,306,,69.9387019009,78.1708115355,62.0459155002,,77.026586609,,,,,,,,,,,,,,66.0387190674,,,,,,21401.2427816688,23920.268329873,18986.0501430485,0,23570.1355023676,0,0,0,0,0,0,0,0,0,0,0,0,0,20207.8480346322,0,0,0,0
ftsa,b0094,[d],45.329,420,,201.6443859408,208.9296693642,193.8882050621,215.4988619048,218.148399993,197.5639057697,189.3323838573,196.7962394685,207.2072379451,216.00325917,273.586717974,223.010314323,174.5623131582,173.3992512554,197.6092910399,159.6968804908,164.5764450475,224.608410057,185.1044988695,188.8044188542,158.988667864,151.9803255753,157.8809092954,,84690.6420951433,87750.4611329486,81433.0461260908,90509.5220000192,91622.3279970502,82976.840423262,79519.6012200653,82654.4205767752,87027.039936957,90721.368851419,114906.421549071,93664.3320156586,73316.1715264508,72827.685527269,82995.9022367528,67072.6898061411,69122.1069199536,94335.5322239412,77743.8895251845,79297.8559187809,66775.2405028834,63831.7367416369,66309.9819040596
ftsz,b0095,[d],40.323,383,,2354.1845644941,2334.7347934779,2270.9166642933,2394.9588522229,2378.7667330076,2399.2737588369,2349.2790412632,2293.2337888823,2310.9724950288,2737.085018569,2810.859137985,2844.0323231435,2639.6411528624,2443.2918630731,2271.4674955359,2184.7957701632,2138.2357066192,3029.4837764055,2615.9238296687,2515.0869670767,2186.9284959851,2185.7191218098,2125.7184144297,,901652.688201239,894203.42590205,869761.082424317,917269.240401359,911067.658741913,918921.849634548,899773.8728038,878308.541141911,885102.465596035,1048303.56211193,1076559.04984824,1089264.37976396,1010982.56154629,935780.783557001,869972.050790262,836776.779972507,818944.275635162,1160292.28636328,1001898.82676312,963278.308390388,837593.613962278,837130.423653159,814150.152726567
lpxc,b0096,[m],33.956,305,,141.1270128062,53.9701345987,49.0459353521,52.3697353642,77.5634849382,72.269134692,,56.019781268,54.2884411229,45.0962269286,44.7251877521,,,67.6638159125,,47.5146978324,,,61.6984734962,63.5424552603,50.6492759511,53.3290590854,53.2795559018,,43043.7389059035,16460.8910525982,14959.0102823936,15972.7692860752,23656.8629061369,22042.0860810477,0,17086.0332867373,16557.9745424829,13754.3492132094,13641.1822643856,0,0,20637.4638533167,0,14491.9828388966,0,0,18818.0344163485,19380.4488543991,15448.0291650804,16265.3630210355,16250.2645500631
seca,b0098,[u],102.02,901,,668.7189632228,640.6415500853,586.9917331314,578.5357361521,674.4744788463,702.7304789038,619.8168395967,598.4769193877,570.1969267079,874.6496698615,849.5971564204,933.2344727659,824.2989284773,774.3657926403,714.7726848127,734.5424573011,650.608308134,883.9382429683,869.2296095275,841.3240011365,749.2502593197,709.4135107302,679.7037665841,,602515.785863734,577218.036626832,528879.551551372,521260.698273075,607701.505440498,633160.161492318,558454.972476597,539227.704368297,513747.43096378,788059.352545184,765487.037934823,840844.259962039,742693.334558002,697703.57916893,644010.189016244,661822.754028266,586198.085628745,796428.35691441,783175.878184317,758032.925023962,675074.483647072,639181.573167951,612413.093692288
yacf,b0102,[s],28.291,247,,94.6239603209,97.1469169368,95.3418144495,77.1274778346,,90.8393458509,84.9588377616,,,90.0971501798,,,,,,,,,,,86.953537757,75.7532292192,80.0391374,,23372.118199256,23995.2884833955,23549.4281690182,19050.4870251548,0,22437.3184251608,20984.8329271161,0,0,22253.9960944196,0,0,0,0,0,0,0,0,0,0,21477.5238259878,18711.0476171396,19769.666937809
