"DATE_GR_PA_PAnewWindow;[2010,1,31,15,8,11]"	year	month	day	secs1970	dODdt_peak_start_time	dODdt_peak_max_time	dODdt_peak_finish_time	dODdt_max_val	GR_secs	PA_newWindow
935-ML_M2_36__YOL151W__SCD;1;2;2	2010	2	3	1265155200	13587	16056	23461	0.268289	4600.45266	0.1277
1014-ML_M3_34__YIL168W__SCD;1;2;2	2010	2	3	1265155200	14801	18522	24672	0.269646	4575.89871	0.052715
1025-ML_M3_34__YKL016C__SCD;1;2;2	2010	2	3	1265155200	9867	16056	18522	0.287231	4304.655973	0.544984
968-ML_M3_34__YCL064C__SCD;1;2;2	2010	2	3	1265155200	13587	16056	22205	0.291349	4225.670724	1.448523
969-ML_M3_34__YCR010C__SCD;1;2;2	2010	2	3	1265155200	12332	16056	22205	0.26525	4652.685169	-0.004891
972-ML_M3_34__YDL040C__SCD;1;2;2	2010	2	3	1265155200	14801	17268	24672	0.256243	4815.2555	0.05676
985-ML_M3_34__YDR513W__SCD;1;2;2	2010	2	3	1265155200	14801	16056	24672	0.256341	4813.41799	0.09677
991-ML_M3_34__YEL071W__SCD;1;2;2	2010	2	3	1265155200	13587	16056	23461	0.26151	4719.69849	0.323505
1001-ML_M3_34__YGR020C__SCD;1;2;2	2010	2	3	1265155200	13587	16056	22205	0.286896	4291.248674	0.316132
1036-ML_M3_34__YLR027C__SCD;1;2;2	2010	2	3	1265155200	13587	17268	23461	0.270668	4560.01352	0.418763
974-ML_M3_35__YDL085W__SCD;1;2;2	2010	2	3	1265155200	12332	16056	20991	0.290006	4265.429512	0.037636
984-ML_M3_35__YDR345C__SCD;1;2;2	2010	2	3	1265155200	13587	17268	23461	0.278238	4435.943218	0.859544
986-ML_M3_35__YEL024W__SCD;1;2;2	2010	2	3	1265155200	14801	17268	24672	0.263913	4675.318323	0.186417
1008-ML_M3_35__YHR092C__SCD;1;2;2	2010	2	3	1265155200	13587	20991	23461	0.2784	4433.366042	0.14017
1011-ML_M3_35__YHR208W__SCD;1;2;2	2010	2	3	1265155200	14801	16056	24672	0.274855	4489.182427	0.255167
1017-ML_M3_35__YJL155C__SCD;1;2;2	2010	2	3	1265155200	12332	16056	22205	0.270724	4558.616553	0.014781
1022-ML_M3_35__YJR148W__SCD;1;2;2	2010	2	3	1265155200	12332	16056	22205	0.276246	4467.481958	0.462631
1027-ML_M3_35__YKL106W__SCD;1;2;2	2010	2	3	1265155200	13587	17268	23461	0.267853	4607.940848	0.012359
1029-ML_M3_34__YKL182W__SCD;1;2;2	2010	2	3	1265155200	12332	16056	20991	0.301724	4099.774647	0.757786
1045-ML_M3_35__YML120C__SCD;1;2;2	2010	2	3	1265155200	13587	16056	23461	0.28038	4402.060353	0.316345
1051-ML_M3_35__YNL052W__SCD;1;2;2	2010	2	3	1265155200	13587	16056	23461	0.274004	4504.497672	0.226106
68__YOR063W__SCD;2;2;2	2010	2	3	1265155200	13587	16056	23461	0.264564	4665.21677	2.833708
1056-ML_M3_35__YOL049W__SCD;1;2;2	2010	2	3	1265155200	13587	16056	22205	0.290127	4243.462939	0.087197
988-ML_M3_36__YEL047C__SCD;1;2;2	2010	2	3	1265155200	14801	16056	23461	0.288573	4287.101008	0.150335
1000-ML_M3_36__YGL225W__SCD;1;2;2	2010	2	3	1265155200	13587	16056	23461	0.272011	4537.497965	0.349096
1028-ML_M3_36__YKL120W__SCD;1;2;2	2010	2	3	1265155200	13587	18522	23461	0.263849	4677.869714	0.123707
1052-ML_M3_36__YNL104C__SCD;1;2;2	2010	2	3	1265155200	12332	17268	20991	0.297318	4160.527674	0.301563
68__YOR063W__SCD;3;2;2	2010	2	3	1265155200	13587	17268	23461	0.274463	4496.970716	2.876889
1059-ML_M3_36__YOR040W__SCD;1;2;2	2010	2	3	1265155200	14801	16056	24672	0.269508	4578.254234	-0.00085
1018-ML_M3_36__YJL212C__SCD;1;2;2	2010	2	3	1265155200	13587	17268	23461	0.276472	4464.291775	0.156552
1127-ML_M4_34__YGR282C__SCD;1;2;2	2010	2	3	1265155200	11120	16056	19736	0.290929	4230.784707	0.770878
788-ML_M4_34__YJL110C__SCD;1;2;2	2010	2	3	1265155200	12332	14801	22205	0.264582	4664.428025	0.206963
801-ML_M4_34__YPR065W__SCD;1;2;2	2010	2	3	1265155200	13587	16056	23461	0.279366	4418.036029	0.230385
802-ML_M4_34__YPR196W__SCD;1;2;2	2010	2	3	1265155200	13587	20991	23461	0.272506	4529.260453	0.004705
821-ML_M4_34__YBR019C__SCD;1;2;2	2010	2	3	1265155200	12332	14801	20991	0.300957	4110.224156	0.024636
830-ML_M4_34__YBR299W__SCD;1;2;2	2010	2	3	1265155200	13587	16056	23461	0.277684	4444.805422	0.00902
832-ML_M4_34__YCR005C__SCD;1;2;2	2010	2	3	1265155200	13587	17268	23461	0.279245	4419.95915	1.125213
1068-ML_M4_34__YPL271W__SCD;1;2;2	2010	2	3	1265155200	13587	17268	22205	0.28964	4250.592599	0.389079
1084-ML_M4_34__YCR032W__SCD;1;2;2	2010	2	3	1265155200	13587	18522	23461	0.27566	4477.43423	0.017181
800-ML_M4_35__YPL248C__SCD;1;2;2	2010	2	3	1265155200	13587	16056	23461	0.28075	4396.26536	0.008091
816-ML_M4_35__YBL015W__SCD;1;2;2	2010	2	3	1265155200	13587	16056	23461	0.273665	4510.078626	0.114359
1061-ML_M4_35__YOR142W__SCD;1;2;2	2010	2	3	1265155200	13587	16056	22205	0.28476	4323.442169	0.236674
1080-ML_M4_35__YML086C__SCD;1;2;2	2010	2	3	1265155200	11120	14801	19736	0.291001	4229.736817	0.11152
1082-ML_M4_35__YMR307W__SCD;1;2;2	2010	2	3	1265155200	13587	16056	23461	0.269779	4575.044937	1.723838
1090-ML_M4_35__YPL234C__SCD;1;2;2	2010	2	3	1265155200	14801	17268	24672	0.280729	4395.259929	0.23078
1094-ML_M4_35__YGR244C__SCD;1;2;2	2010	2	3	1265155200	12332	16056	22205	0.27615	4469.042604	0.302037
1095-ML_M4_35__YMR054W__SCD;1;2;2	2010	2	3	1265155200	14801	16056	23461	0.288588	4286.879742	0.003727
1103-ML_M4_35__YNR012W__SCD;1;2;2	2010	2	3	1265155200	13587	16056	23461	0.277891	4441.494164	-0.007769
1110-ML_M4_35__YGL191W__SCD;1;2;2	2010	2	3	1265155200	13587	17268	23461	0.266422	4632.68268	0.245079
1113-ML_M4_35__YBR149W__SCD;1;2;2	2010	2	3	1265155200	13587	18522	23461	0.262494	4702.005213	0.175988
1122-ML_M4_35__YKL181W__SCD;1;2;2	2010	2	3	1265155200	13587	19736	22205	0.300974	4090.528153	0.180794
1123-ML_M4_35__YNL129W__SCD;1;2;2	2010	2	3	1265155200	14801	18522	23461	0.300169	4121.491378	0.075647
785-ML_M4_35__YHR006W__SCD;1;2;2	2010	2	3	1265155200	9867	16056	19736	0.281684	4379.468958	0.172064
1098-ML_M4_35__YAL044C__SCD;1;2;2	2010	2	3	1265155200	13587	16056	23461	0.270965	4555.016731	0.111312
1075-ML_M4_36__YBR127C__SCD;1;2;2	2010	2	3	1265155200	9867	16056	19736	0.278882	4423.473397	0.36158
1100-ML_M4_36__YIL162W__SCD;1;2;2	2010	2	3	1265155200	13587	16056	23461	0.270161	4568.565646	0.012189
1101-ML_M4_36__YML070W__SCD;1;2;2	2010	2	3	1265155200	13587	16056	23461	0.277379	4449.695605	0.010146
68__YOR063W__SCD;4;2;2	2010	2	3	1265155200	13587	20991	23461	0.265142	4655.060792	3.043279
563__MSRFP__SCD;2;2;2	2010	2	3	1265155200	13587	17268	22205	0.28853	4266.947131	0.00746
1118-ML_M4_36__YDR342C__SCD;1;2;2	2010	2	3	1265155200	13587	16056	23461	0.279823	4410.826124	1.359767
1119-ML_M4_36__YOR270C__SCD;1;2;2	2010	2	3	1265155200	13587	16056	23461	0.267138	4620.269493	0.352885
1072-ML_M4_36__YOR065W__SCD;1;2;2	2010	2	3	1265155200	13587	17268	23461	0.273527	4512.347152	0.250931
1114-ML_M4_36__YDR098C__SCD;1;2;2	2010	2	3	1265155200	12332	16056	22205	0.276917	4456.661064	0.007066
564__MSYFP__SCD;1;2;2	2010	2	3	1265155200	12332	16056	22205	0.264988	4657.294854	0.011066
564__MSYFP__SCD;2;2;2	2010	2	3	1265155200	13587	20991	23461	0.270959	4555.125404	-0.007539
11111__m__SCD;2;2;2	2010	2	3	1265155200	34544	34544	45675	0.138798	8910.609914	-5.112633
11111__m__SCD;1;1;3	2010	2	7	1265500800	87627	120948	109874	-0.009656	-127991.8585	0.305208
68__YOR063W__SCD;1;1;3	2010	2	7	1265500800	12331	14800	21002	0.302811	4090.71809	3.380007
873-ML_M2_34__YHR104W__SCD;1;1;3	2010	2	7	1265500800	11131	14800	21002	0.276739	4458.626725	0.152287
874-ML_M2_34__YHR163W__SCD;1;1;3	2010	2	7	1265500800	13600	16068	22201	0.28416	4324.015427	0.034068
875-ML_M2_34__YHR174W__SCD;1;1;3	2010	2	7	1265500800	11131	16068	21002	0.278875	4424.474277	5.117083
68__YOR063W__SCD;2;1;3	2010	2	7	1265500800	12331	16068	22201	0.265907	4639.786203	3.057894
884-ML_M2_34__YJL137C__SCD;1;1;3	2010	2	7	1265500800	9864	17267	19734	0.273147	4516.799519	0.018213
563__MSRFP__SCD;1;1;3	2010	2	7	1265500800	12331	16068	22201	0.261848	4711.700796	-0.01968
886-ML_M2_34__YJL216C__SCD;1;1;3	2010	2	7	1265500800	11131	14800	19734	0.307841	3992.316556	0.009648
887-ML_M2_34__YJL221C__SCD;1;1;3	2010	2	7	1265500800	11131	14800	19734	0.296597	4143.671197	0.00162
891-ML_M2_34__YJR159W__SCD;1;1;3	2010	2	7	1265500800	11131	14800	21002	0.279759	4410.488348	0.008968
893-ML_M2_34__YKL035W__SCD;1;1;3	2010	2	7	1265500800	11131	17267	19734	0.28723	4278.802735	0.322831
897-ML_M2_34__YKL141W__SCD;1;1;3	2010	2	7	1265500800	12331	16068	21002	0.28744	4309.47481	0.187394
898-ML_M2_34__YKL148C__SCD;1;1;3	2010	2	7	1265500800	12331	14800	22201	0.268291	4598.551104	0.113739
900-ML_M2_34__YKR058W__SCD;1;1;3	2010	2	7	1265500800	11131	17267	21002	0.273148	4517.233826	0.022501
902-ML_M2_34__YLL041C__SCD;1;1;3	2010	2	7	1265500800	12331	16068	22201	0.273943	4503.678032	0.507741
906-ML_M2_34__YLR164W__SCD;1;1;3	2010	2	7	1265500800	9864	14800	18535	0.285809	4334.060014	0.025581
907-ML_M2_34__YLR258W__SCD;1;1;3	2010	2	7	1265500800	12331	14800	21002	0.291829	4244.652754	0.132975
909-ML_M2_34__YLR342W__SCD;1;1;3	2010	2	7	1265500800	11131	16068	21002	0.277373	4448.429896	0.491401
910-ML_M2_34__YLR343W__SCD;1;1;3	2010	2	7	1265500800	11131	14800	21002	0.278038	4437.791023	0.045467
911-ML_M2_34__YLR354C__SCD;1;1;3	2010	2	7	1265500800	11131	16068	21002	0.267395	4614.425123	0.79575
912-ML_M2_34__YLR377C__SCD;1;1;3	2010	2	7	1265500800	13600	17267	23470	0.261282	4721.917291	-0.009545
913-ML_M2_36__YML004C__SCD;1;1;3	2010	2	7	1265500800	12331	16068	22201	0.266403	4631.146845	0.121151
914-ML_M2_34__YML054C__SCD;1;1;3	2010	2	7	1265500800	11131	16068	21002	0.273798	4506.516271	0.008619
917-ML_M2_34__YMR105C__SCD;1;1;3	2010	2	7	1265500800	9864	13600	18535	0.300209	4126.171555	0.339691
921-ML_M2_36__YMR303C__SCD;1;1;3	2010	2	7	1265500800	12331	14800	21002	0.292976	4228.044647	0.0669
922-ML_M2_34__YMR306W__SCD;1;1;3	2010	2	7	1265500800	11131	13600	21002	0.265536	4646.730649	0.002692
924-ML_M2_34__YNL037C__SCD;1;1;3	2010	2	7	1265500800	11131	16068	19734	0.284481	4320.152625	0.28784
925-ML_M2_34__YNL071W__SCD;1;1;3	2010	2	7	1265500800	12331	16068	22201	0.273165	4516.501205	0.068515
927-ML_M2_34__YNL241C__SCD;1;1;3	2010	2	7	1265500800	11131	14800	21002	0.263613	4680.627392	0.291965
928-ML_M2_34__YNR001C__SCD;1;1;3	2010	2	7	1265500800	12331	19734	22201	0.268987	4586.652748	0.54035
930-ML_M2_34__YOL030W__SCD;1;1;3	2010	2	7	1265500800	11131	16068	19734	0.28595	4297.951886	0.307107
931-ML_M2_34__YOL056W__SCD;1;1;3	2010	2	7	1265500800	9864	14800	18535	0.313569	3950.369906	0.103011
932-ML_M2_34__YOL086C__SCD;1;1;3	2010	2	7	1265500800	9864	16068	18535	0.299396	4137.378819	4.543761
936-ML_M2_36__YOR095C__SCD;1;1;3	2010	2	7	1265500800	9864	14800	19734	0.276821	4456.850479	0.249059
937-ML_M2_34__YOR136W__SCD;1;1;3	2010	2	7	1265500800	11131	14800	21002	0.281311	4386.162587	0.548157
938-ML_M2_34__YOR347C__SCD;1;1;3	2010	2	7	1265500800	12331	16068	22201	0.277288	4449.338271	0.12896
939-ML_M2_34__YOR374W__SCD;1;1;3	2010	2	7	1265500800	12331	16068	22201	0.262341	4702.853414	0.522889
946-ML_M2_34__YPR006C__SCD;1;1;3	2010	2	7	1265500800	12331	19734	22201	0.263104	4689.214542	-0.013124
951-ML_M2_34__YPR184W__SCD;1;1;3	2010	2	7	1265500800	12331	18535	22201	0.261119	4724.849005	0.002823
958-ML_M2_34__YNL318C__SCD;1;1;3	2010	2	7	1265500800	11131	13600	19734	0.305913	4017.480472	0.017858
959-ML_M2_34__YOL156W__SCD;1;1;3	2010	2	7	1265500800	12331	16068	21002	0.289042	4285.583993	0.010633
964-ML_M2_34__YBR244W__SCD;1;1;3	2010	2	7	1265500800	11131	14800	21002	0.272177	4533.348571	0.102131
881-ML_M2_35__YJL045W__SCD;1;1;3	2010	2	7	1265500800	11131	14800	21002	0.271976	4536.705582	-0.016614
890-ML_M2_35__YJR051W__SCD;1;1;3	2010	2	7	1265500800	13600	16068	23470	0.272908	4520.750039	0.064702
895-ML_M2_35__YKL085W__SCD;1;1;3	2010	2	7	1265500800	12331	14800	22201	0.263385	4684.214811	0.450292
904-ML_M2_35__YLR134W__SCD;1;1;3	2010	2	7	1265500800	12331	16068	22201	0.2684	4596.677612	0.015407
915-ML_M2_35__YML100W__SCD;1;1;3	2010	2	7	1265500800	11131	19734	21002	0.271817	4539.358152	0.512326
916-ML_M2_35__YMR083W__SCD;1;1;3	2010	2	7	1265500800	11131	13600	19734	0.304492	4036.232382	0.586965
919-ML_M2_35__YMR215W__SCD;1;1;3	2010	2	7	1265500800	11131	14800	19734	0.290445	4231.431936	0.240602
926-ML_M2_35__YNL117W__SCD;1;1;3	2010	2	7	1265500800	12331	14800	21002	0.288343	4295.976994	0.030363
933-ML_M2_35__YOL126C__SCD;1;1;3	2010	2	7	1265500800	12331	14800	22201	0.279855	4408.531015	0.545523
934-ML_M2_35__YOL132W__SCD;1;1;3	2010	2	7	1265500800	13600	16068	22201	0.285675	4301.084854	-0.003148
941-ML_M2_35__YPL061W__SCD;1;1;3	2010	2	7	1265500800	11131	13600	21002	0.277275	4450.007659	1.855639
954-ML_M2_35__YDR536W__SCD;1;1;3	2010	2	7	1265500800	12331	16068	22201	0.253988	4857.520773	-0.009812
955-ML_M2_35__YFL011W__SCD;1;1;3	2010	2	7	1265500800	12331	16068	22201	0.266391	4631.35003	-0.013949
956-ML_M2_35__YJL219W__SCD;1;1;3	2010	2	7	1265500800	11131	14800	19734	0.316528	3882.750209	0.038364
1062-ML_M4_34__YOR180C__SCD;1;1;3	2010	2	7	1265500800	13600	14800	22201	0.28885	4253.813912	0.038215
1063-ML_M4_34__YOR332W__SCD;1;1;3	2010	2	7	1265500800	11131	17267	21002	0.268285	4599.126754	0.139639
1064-ML_M4_34__YOR377W__SCD;1;1;3	2010	2	7	1265500800	11131	16068	21002	0.27769	4443.357396	0.102054
1065-ML_M4_34__YPL078C__SCD;1;1;3	2010	2	7	1265500800	12331	14800	22201	0.279848	4408.644854	0.3512
1066-ML_M4_34__YPL231W__SCD;1;1;3	2010	2	7	1265500800	11131	16068	21002	0.273691	4508.281152	0.977806
1067-ML_M4_34__YPL244C__SCD;1;1;3	2010	2	7	1265500800	12331	18535	22201	0.276195	4466.960529	-0.00501
1069-ML_M4_34__YPR020W__SCD;1;1;3	2010	2	7	1265500800	12331	19734	22201	0.266415	4630.934966	0.163971
1071-ML_M4_34__YPR191W__SCD;1;1;3	2010	2	7	1265500800	13600	16068	22201	0.290976	4222.730166	0.353054
1073-ML_M4_34__YFR033C__SCD;1;1;3	2010	2	7	1265500800	12331	14800	21002	0.286399	4325.13907	0.227344
1076-ML_M4_36__YDL245C__SCD;1;1;3	2010	2	7	1265500800	11131	14800	21002	0.270089	4568.398628	-0.007972
1078-ML_M4_34__YMR145C__SCD;1;1;3	2010	2	7	1265500800	13600	17267	23470	0.260252	4740.591826	0.317968
1079-ML_M4_34__YJL214W__SCD;1;1;3	2010	2	7	1265500800	13600	18535	23470	0.268562	4593.908364	-0.013991
1081-ML_M4_34__YLR174W__SCD;1;1;3	2010	2	7	1265500800	12331	16068	22201	0.250514	4924.875273	-0.000563
1083-ML_M4_34__YHR026W__SCD;1;1;3	2010	2	7	1265500800	11131	14800	21002	0.267655	4609.941379	0.282227
1085-ML_M4_36__YIR032C__SCD;1;1;3	2010	2	7	1265500800	11131	14800	19734	0.289478	4245.5701	0.004046
1086-ML_M4_34__YGL063W__SCD;1;1;3	2010	2	7	1265500800	12331	14800	21002	0.296028	4184.451842	0.022323
1087-ML_M4_34__YJL166W__SCD;1;1;3	2010	2	7	1265500800	12331	14800	22201	0.27553	4477.740623	0.194345
1088-ML_M4_34__YMR189W__SCD;1;1;3	2010	2	7	1265500800	13600	14800	22201	0.286555	4287.878009	0.203966
1089-ML_M4_36__YGR012W__SCD;1;1;3	2010	2	7	1265500800	11131	14800	21002	0.281034	4390.478913	0.045659
1091-ML_M4_34__YBR249C__SCD;1;1;3	2010	2	7	1265500800	12331	14800	21002	0.285967	4331.673307	0.64415
1092-ML_M4_34__YIL107C__SCD;1;1;3	2010	2	7	1265500800	12331	16068	22201	0.260011	4744.989098	0.02468
1093-ML_M4_34__YML081C-A__SCD;1;1;3	2010	2	7	1265500800	12331	21002	22201	0.263578	4680.772649	0.294216
1096-ML_M4_34__YGL205W__SCD;1;1;3	2010	2	7	1265500800	13600	17267	23470	0.275353	4480.608171	-0.005809
1097-ML_M4_34__YOL077W-A__SCD;1;1;3	2010	2	7	1265500800	11131	14800	21002	0.273745	4507.380434	0.294139
1102-ML_M4_34__YDR377W__SCD;1;1;3	2010	2	7	1265500800	11131	14800	19734	0.292256	4205.214195	0.360689
1104-ML_M4_34__YBR011C__SCD;1;1;3	2010	2	7	1265500800	11131	13600	21002	0.276153	4468.088648	0.293889
1105-ML_M4_35__YKL026C__SCD;1;1;3	2010	2	7	1265500800	12331	21002	22201	0.27286	4521.545549	0.005993
1106-ML_M4_34__YPL212C__SCD;1;1;3	2010	2	7	1265500800	12331	16068	22201	0.272242	4531.807898	0.331763
1109-ML_M4_34__YDR529C__SCD;1;1;3	2010	2	7	1265500800	12331	14800	22201	0.271632	4541.989861	0.540678
1115-ML_M4_34__YPL091W__SCD;1;1;3	2010	2	7	1265500800	12331	14800	22201	0.265754	4642.446232	0.033092
1116-ML_M4_34__YHR001W-A__SCD;1;1;3	2010	2	7	1265500800	11131	18535	21002	0.263764	4677.9577	0.225863
563__MSRFP__SCD;2;1;3	2010	2	7	1265500800	11131	13600	19734	0.294228	4177.034755	0.028525
1120-ML_M4_34__YDR343C__SCD;1;1;3	2010	2	7	1265500800	12331	19734	22201	0.27415	4500.274987	0.194421
1121-ML_M4_34__YMR011W__SCD;1;1;3	2010	2	7	1265500800	13600	16068	23470	0.268631	4592.728982	0.424544
68__YOR063W__SCD;3;1;3	2010	2	7	1265500800	13600	19734	23470	0.26938	4579.954491	2.842077
68__YOR063W__SCD;4;1;3	2010	2	7	1265500800	12331	14800	22201	0.275035	4485.788749	3.266461
564__MSYFP__SCD;1;1;3	2010	2	7	1265500800	11131	14800	21002	0.270778	4556.774952	-0.005793
564__MSYFP__SCD;2;1;3	2010	2	7	1265500800	12331	18535	22201	0.27426	4498.467671	-0.009862
11111__m__SCD;2;1;3	2010	2	7	1265500800	87627	120948	109874	-0.009656	-127991.8585	-0.128782
11111__m__SCD;1;2;3	2010	2	7	1265500800	50589	50589	70333	-0.015449	-79875.16541	0.209601
68__YOR063W__SCD;1;2;3	2010	2	7	1265500800	11117	13586	20987	0.261821	4712.195571	3.462317
873-ML_M2_34__YHR104W__SCD;1;2;3	2010	2	7	1265500800	12330	20987	22200	0.256749	4805.276177	0.138126
874-ML_M2_34__YHR163W__SCD;1;2;3	2010	2	7	1265500800	13586	20987	23456	0.25154	4904.777748	0.040662
875-ML_M2_34__YHR174W__SCD;1;2;3	2010	2	7	1265500800	13586	20987	23456	0.252818	4879.987349	4.561267
68__YOR063W__SCD;2;2;3	2010	2	7	1265500800	12330	13586	22200	0.25015	4932.048899	3.080851
884-ML_M2_34__YJL137C__SCD;1;2;3	2010	2	7	1265500800	12330	19734	23456	0.24235	5100.976044	0.00429
563__MSRFP__SCD;1;2;3	2010	2	7	1265500800	13586	18521	24668	0.243782	5050.968886	-0.009883
886-ML_M2_34__YJL216C__SCD;1;2;3	2010	2	7	1265500800	12330	16053	22200	0.262355	4702.605148	0.014051
887-ML_M2_34__YJL221C__SCD;1;2;3	2010	2	7	1265500800	12330	17267	22200	0.261085	4725.464376	-0.01097
891-ML_M2_34__YJR159W__SCD;1;2;3	2010	2	7	1265500800	12330	16053	22200	0.263925	4674.61961	-0.008403
893-ML_M2_34__YKL035W__SCD;1;2;3	2010	2	7	1265500800	13586	17267	23456	0.264046	4672.484961	0.257359
897-ML_M2_34__YKL141W__SCD;1;2;3	2010	2	7	1265500800	12330	17267	22200	0.253102	4874.521484	0.16138
898-ML_M2_34__YKL148C__SCD;1;2;3	2010	2	7	1265500800	12330	14799	22200	0.250873	4917.824545	0.113355
900-ML_M2_34__YKR058W__SCD;1;2;3	2010	2	7	1265500800	13586	16053	23456	0.253529	4866.298885	0.037412
902-ML_M2_34__YLL041C__SCD;1;2;3	2010	2	7	1265500800	13586	17267	24668	0.247034	4984.468587	0.431476
906-ML_M2_34__YLR164W__SCD;1;2;3	2010	2	7	1265500800	12330	14799	22200	0.268422	4596.301477	0.017312
907-ML_M2_34__YLR258W__SCD;1;2;3	2010	2	7	1265500800	12330	14799	22200	0.272736	4523.610393	0.122543
909-ML_M2_34__YLR342W__SCD;1;2;3	2010	2	7	1265500800	13586	20987	23456	0.251733	4901.032648	0.436301
910-ML_M2_34__YLR343W__SCD;1;2;3	2010	2	7	1265500800	12330	16053	22200	0.256541	4809.170429	0.022059
911-ML_M2_34__YLR354C__SCD;1;2;3	2010	2	7	1265500800	12330	16053	23456	0.247186	5001.178675	0.683715
912-ML_M2_34__YLR377C__SCD;1;2;3	2010	2	7	1265500800	12330	17267	23456	0.236784	5220.8783	-0.01215
913-ML_M2_36__YML004C__SCD;1;2;3	2010	2	7	1265500800	12330	16053	22200	0.251474	4906.069677	0.133012
914-ML_M2_34__YML054C__SCD;1;2;3	2010	2	7	1265500800	12330	13586	22200	0.252664	4882.958355	0.006826
917-ML_M2_34__YMR105C__SCD;1;2;3	2010	2	7	1265500800	13586	20987	23456	0.264706	4660.83491	0.273709
921-ML_M2_36__YMR303C__SCD;1;2;3	2010	2	7	1265500800	12330	16053	22200	0.266247	4633.863692	0.047625
922-ML_M2_34__YMR306W__SCD;1;2;3	2010	2	7	1265500800	13586	20987	23456	0.257164	4797.524756	0.000509
924-ML_M2_34__YNL037C__SCD;1;2;3	2010	2	7	1265500800	12330	17267	22200	0.25203	4895.252528	0.20489
925-ML_M2_34__YNL071W__SCD;1;2;3	2010	2	7	1265500800	12330	17267	23456	0.24646	5015.923505	0.058891
927-ML_M2_34__YNL241C__SCD;1;2;3	2010	2	7	1265500800	12330	16053	23456	0.246102	5023.201649	0.272858
928-ML_M2_34__YNR001C__SCD;1;2;3	2010	2	7	1265500800	12330	16053	23456	0.240295	5144.599407	0.482461
930-ML_M2_34__YOL030W__SCD;1;2;3	2010	2	7	1265500800	13586	19734	24668	0.240575	5118.282354	0.210887
931-ML_M2_34__YOL056W__SCD;1;2;3	2010	2	7	1265500800	11117	16053	20987	0.267281	4615.923954	0.086787
932-ML_M2_34__YOL086C__SCD;1;2;3	2010	2	7	1265500800	12330	17267	22200	0.274157	4500.164737	3.557321
936-ML_M2_36__YOR095C__SCD;1;2;3	2010	2	7	1265500800	12330	17267	23456	0.24542	5037.166115	0.185957
937-ML_M2_34__YOR136W__SCD;1;2;3	2010	2	7	1265500800	12330	16053	23456	0.239336	5165.225888	0.437688
938-ML_M2_34__YOR347C__SCD;1;2;3	2010	2	7	1265500800	13586	20987	23456	0.254462	4848.455086	0.119546
939-ML_M2_34__YOR374W__SCD;1;2;3	2010	2	7	1265500800	14799	19734	25923	0.245513	5034.359546	0.459171
946-ML_M2_34__YPR006C__SCD;1;2;3	2010	2	7	1265500800	13586	17267	24668	0.243949	5047.511935	-0.019311
951-ML_M2_34__YPR184W__SCD;1;2;3	2010	2	7	1265500800	11117	14799	22200	0.239646	5138.60192	0.004725
958-ML_M2_34__YNL318C__SCD;1;2;3	2010	2	7	1265500800	12330	16053	22200	0.266228	4634.184553	-0.004383
959-ML_M2_34__YOL156W__SCD;1;2;3	2010	2	7	1265500800	12330	17267	22200	0.256753	4805.198396	-0.007073
964-ML_M2_34__YBR244W__SCD;1;2;3	2010	2	7	1265500800	13586	17267	23456	0.252394	4888.199413	0.079727
881-ML_M2_35__YJL045W__SCD;1;2;3	2010	2	7	1265500800	12330	16053	23456	0.243619	5074.398724	-0.005515
890-ML_M2_35__YJR051W__SCD;1;2;3	2010	2	7	1265500800	13586	16053	23456	0.252239	4891.18721	0.072034
895-ML_M2_35__YKL085W__SCD;1;2;3	2010	2	7	1265500800	12330	17267	23456	0.242419	5099.530188	0.39484
904-ML_M2_35__YLR134W__SCD;1;2;3	2010	2	7	1265500800	12330	16053	23456	0.242634	5094.997874	0.031667
915-ML_M2_35__YML100W__SCD;1;2;3	2010	2	7	1265500800	12330	14799	23456	0.246414	5016.842877	0.436431
916-ML_M2_35__YMR083W__SCD;1;2;3	2010	2	7	1265500800	12330	16053	22200	0.280347	4400.797317	0.46699
919-ML_M2_35__YMR215W__SCD;1;2;3	2010	2	7	1265500800	12330	16053	22200	0.27072	4557.293705	0.218795
926-ML_M2_35__YNL117W__SCD;1;2;3	2010	2	7	1265500800	13586	16053	23456	0.251187	4911.672334	0.016054
933-ML_M2_35__YOL126C__SCD;1;2;3	2010	2	7	1265500800	13586	17267	23456	0.253229	4872.077041	0.471169
934-ML_M2_35__YOL132W__SCD;1;2;3	2010	2	7	1265500800	12330	14799	23456	0.247	5004.954096	0.0082
941-ML_M2_35__YPL061W__SCD;1;2;3	2010	2	7	1265500800	13586	16053	24668	0.244523	5035.657528	1.530408
954-ML_M2_35__YDR536W__SCD;1;2;3	2010	2	7	1265500800	13586	16053	24668	0.244601	5034.045671	0.005451
955-ML_M2_35__YFL011W__SCD;1;2;3	2010	2	7	1265500800	13586	16053	24668	0.242386	5080.055585	-0.002135
956-ML_M2_35__YJL219W__SCD;1;2;3	2010	2	7	1265500800	13586	16053	23456	0.259586	4752.763035	0.002514
1062-ML_M4_34__YOR180C__SCD;1;2;3	2010	2	7	1265500800	12330	14799	22200	0.257552	4790.296243	0.020873
1063-ML_M4_34__YOR332W__SCD;1;2;3	2010	2	7	1265500800	14799	22200	24668	0.255221	4833.564194	0.114468
